Numero_Requerimento;Rito_Requerimento;Numero_Processo;Data_requerimento;Data_Registro;Data_Encerramento;Status_Requerimento;Valor_Mobiliario;Tipo_requerimento;Bookbuilding;CNPJ_Emissor;Nome_Emissor;CNPJ_Lider;Nome_Lider;Grupo_Coordenador;Tipo_Oferta;Emissao;Qtde_Total_Registrada;Valor_Total_Registrado;Oferta_inicial;Oferta_vasos_comunicantes;Publico_alvo;Reabertura_serie;Titulo_classificado_como_sustentavel;Titulo_padronizado;Destinacao_recursos;Data_deliberacao_aprovou_oferta;Mercado_negociacao;Tipo_lastro;Regime_fiduciario;Ativos_alvo;Descricao_garantias;Descricao_lastro;Identificacao_devedores_coobrigados;Possibilidade_revolvencia;FIDC_nao_padronizado;Titulo_incentivado;Regime_distribuicao;Tipo_societario;Administrador;Gestor;Agente_fiduciario;Escriturador;Custodiante;Avaliador_Risco;Processo_SEI;Endereco_emissor_rede_mundial_computadores;Num_Invest_Pessoa_Natural;Qtde_VM_Pessoa_Natural;Num_Invest_Clube_Investimento;Qtde_VM_Clube_Investimento;Num_Invest_Fundos_Investimento;Qtde_VM_Fundos_Investimento;Num_Invest_Entidade_Previdencia_Privada;Qtde_VM_Entidade_Previdencia_Privada;Num_Invest_Companhia_Seguradora;Qtde_VM_Companhia_Seguradora;Num_Invest_Investidor_Estrangeiro;Qtde_VM_Investidor_Estrangeiro;Num_Invest_Instit_Intermed_Partic_Consorcio_Distrib;Qtde_VM_Instit_Intermed_Partic_Consorcio_Distrib;Num_Invest_Instit_Financ_Emissora_Partic_Consorcio;Qtde_VM_Instit_Financ_Emissora_Partic_Consorcio;Num_Invest_Demais_Instit_Financ;Qtde_VM_Demais_Instit_Financ;Num_Invest_Demais_Pessoa_Juridica_Emissora_Partic_Consorcio;Qtde_VM_Demais_Pessoa_Juridica_Emissora_Partic_Consorcio;Num_Invest_Demais_Pessoa_Juridica;Qtde_VM_Demais_Pessoa_Juridica;Num_Invest_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio;Qdte_VM_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio
16758;Automático;SRE/2263/2024;2024-07-31;2024-08-29;2024-09-02;Oferta Encerrada;Debêntures;OPD Aut Público em Geral ou Qualificado - com bookbuilding;S;48.127.012/0001-08;CONCESSIONARIA RODOVIAS DO TRIANGULO SPE S.A.;06.271.464/0001-19;BANCO BRADESCO BBI S.A.;COORDENADOR PLENO;PRIMARIA;2;1300000;1300000000.0;;;Qualificado;N;N;N;Nos termos do artigo 2°, parágrafo 1°, da Lei 12.431, do Decreto 11.964, da Resolução CMN 5.034 e da Portaria, a totalidade dos Recursos Líquidos (conforme definido abaixo) captados pela Emissora por meio da Emissão serão alocados no pagamento futuro ou reembolso, conforme aplicável, de gastos, despesas ou dívidas relacionados ao Projeto, assim como para o pagamento de taxas e despesas relacionadas à Emissão e à Oferta, desde que tais gastos e despesas tenham sido incorridos em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de encerramento da Oferta.;17/07/2024;CETIP 21 - Títulos e Valores Mobiliários;;;;;;;;;S;Garantia Firme de Colocação;;;;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;;1639;256836;0;0;220;656000;0;0;0;0;0;0;2;386723;0;0;0;0;0;0;6;441;0;0
16822;Automático;SRE/2320/2024;2024-08-05;2024-08-14;2024-08-15;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;60.659.463/0029-92;ACHE LABORATORIOS FARMACEUTICOS S.A.;04.845.753/0001-59;ITAU BBA ASSESSORIA FINANCEIRA S.A;COORDENADOR PLENO;PRIMARIA;4;200000;200000000.0;;;Profissional;;N;;Os recursos captados por meio da Emissão das Debêntures serão utilizados na gestão ordinária dos negócios da Emissora.;05/08/2024;B3 S.A. - Brasil, Bolsa, Balcão - Balcão B3;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;Banco Bradesco S.A.;;Fitch Ratings Brasil Ltda.;;;0;0;0;0;9;200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16854;Automático;SRE/2365/2024;2024-08-08;2024-08-12;2024-08-14;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;14.688.220/0016-40;ULTRACARGO LOGISTICA S.A.;90.400.888/0001-42;BANCO SANTANDER (BRASIL) S.A.;COORDENADOR PLENO;PRIMARIA;2;80000;80000000.0;;;Profissional;;N;;implementação e desenvolvimento do Projeto, respeitando sempre o quanto previsto na Lei 12.431, no Decreto 11.964 e na Portaria, bem como regulamentação adicional eventualmente emitida pela CVM e/ou pelo Ministério competente acerca do Projeto e da Emissão;05/06/2024;B3 S.A. - BRASIL, BOLSA, BALCÃO - BALCÃO B3;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;ITAÚ CORRETORA DE VALORES S.A;;Moody's Local BR;;;0;0;0;0;16;80000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16872;Automático;SRE/2387/2024;2024-08-09;2024-08-29;2024-09-05;Oferta Encerrada;Debêntures;OPD Aut Público em Geral ou Qualificado - com bookbuilding;S;03.207.703/0001-83;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;COORDENADOR PLENO;SECUNDARIA;11;183382;189954410.88;;;Qualificado;N;N;N;;27/05/2024;CETIP 21 - Títulos e Valores Mobiliários;;;;;;;;;S;Melhores Esforços;;;;Pentágono S.A. Distribuidora de Títulos e Valores Mobiliários;ITAÚ CORRETORA DE VALORES S.A.;;;;;504;90552;0;0;40;92830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16913;Automático;SRE/2408/2024;2024-08-13;2024-09-03;2024-09-05;Oferta Encerrada;Debêntures;OPD Aut Público em Geral ou Qualificado - com bookbuilding - EGEM ou EFRF;S;02.762.121/0001-04;SANTOS BRASIL PARTICIPACOES S.A.;46.482.072/0001-13;BTG PACTUAL INVESTMENT BANKING LTDA.;COORDENADOR PLENO;PRIMARIA;5;2000000;2000000000.0;;S;Público Geral;;N;N;A totalidade dos recursos líquidos obtidos pela Emissora por meio da colocação das Debêntures Institucionais, serão utilizados para pagamento de reembolso de capital e para usos corporativos gerais;09/08/2024;b3;;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;o ITAÚ CORRETORA DE VALORES S.A;;;;;15459;836501;0;0;458;1059827;0;0;0;0;0;0;0;0;1;79068;1;13378;0;0;57;11226;0;0
16914;Automático;SRE/2407/2024;2024-08-13;2024-08-22;2024-08-27;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - EGEM ou EFRF;S;89.637.490/0001-45;KLABIN S.A.;04.845.753/0001-59;ITAU BBA ASSESSORIA FINANCEIRA S.A;COORDENADOR PLENO;PRIMARIA;15;1500000;1500000000.0;;S;Profissional;N;S;N;Nos termos do Art. 2º, §1º, da Lei 12.431, do Decreto 11.964 e da Resolução CMN 5.034, os Recursos Líquidos captados pela Emissora por meio das Debêntures serão utilizados exclusivamente no reembolso de gastos ou despesas do Projeto que ocorreram em prazo, igual ou inferior, a 24 (vinte e quatro) meses contados da data de encerramento da Oferta e na realização de investimentos futuros relacionados à implantação do Projeto, nos termos da Lei 12.431;12/08/2024;"CETIP21 - Títulos e Valores Mobiliários (""CETIP21""), administrado e operacionalizado pela B3";;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Corretora de Valores S.A.;;Fitch;;;657;50000;0;0;109;700000;0;0;0;0;0;0;0;0;1;750000;0;0;0;0;0;0;0;0
16943;Automático;SRE/2439/2024;2024-08-15;2024-08-28;2024-09-02;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;02.502.844/0001-66;RUMO MALHA PAULISTA S.A.;04.845.753/0001-59;ITAU BBA ASSESSORIA FINANCEIRA S.A;COORDENADOR PLENO;PRIMARIA;7;800000;800000000.0;;;Profissional;N;N;N;A totalidade dos recursos líquidos captados pela Emissora por meio das Debêntures destinar-se-á, única e exclusivamente, para pagamento futuro ou reembolso de gastos e/ou acordos referentes a outorga, concessão e arrendamento da Emissora, que tenham ocorrido em prazo igual ou inferior a 24 (vinte e quatro) meses da data de encerramento da Oferta;15/08/2024;CETIP21 - Títulos e Valores Mobiliários, administrado e operacionalizado pela B3;;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Corretora de Valores S.A.;;;;;836;83363;0;0;63;241000;0;0;0;0;0;0;0;0;1;475637;0;0;0;0;0;0;0;0
16951;Automático;SRE/2444/2024;2024-08-16;2024-08-29;2024-09-03;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;48.949.370/0001-04;CALDEIRAO GRANDE 2 SOLAR S.A.;04.845.753/0001-59;ITAU BBA ASSESSORIA FINANCEIRA S.A;COORDENADOR PLENO;PRIMARIA;1;80000;80000000.0;;;Profissional;;N;;"Nos termos do artigo 2°, parágrafo 1°, da Lei 12.431, do Decreto 11.964, e da Resolução do Conselho Monetário Nacional (""CMN"") nº 5.034, de 21 de julho de 2022 (""Resolução CMN 5.034"") e das Portarias, a totalidade dos recursos líquidos captados pela Emissora por meio das Debêntures (conforme abaixo definidas) serão utilizados exclusivamente para pagamento futuro e/ou reembolso de capital relacionado aos investimentos nos termos do projeto.";15/08/2024;B3 S.A. - Brasil, Bolsa, Balcão;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;N/a;;;0;0;0;0;1;80000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17046;Automático;SRE/2523/2024;2024-08-23;2024-09-26;2024-09-27;Oferta Encerrada;Debêntures;OPD Aut Público em Geral ou Qualificado - com bookbuilding;S;06.981.180/0001-16;CEMIG DISTRIBUIÇÃO S/A;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;COORDENADOR PLENO;PRIMARIA;11;2500000;2500000000.0;;S;Qualificado;N;S;N;Os recursos líquidos obtidos pela Emissora com a emissão das Debêntures da Primeira Série serão destinados para a gestão do fluxo de caixa da Emissora. Os recursos líquidos captados pela Emissora por meio da emissão das Debêntures da Segunda Série serão utilizados exclusivamente para reembolso de gastos, despesas e/ou dívidas relacionadas à implantação do Projeto, conforme definido no Prospecto.;13/08/2024;B3;;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Unibanco S.A;;Moody's Local BR Agência de Classificação de Risco Ltda.;;;4508;485888;0;0;319;2002402;0;0;0;0;0;0;0;0;0;0;1;600;0;0;18;11110;0;0
17124;Automático;SRE/2591/2024;2024-08-30;2024-09-26;2024-09-30;Oferta Encerrada;Debêntures;OPD Aut Público em Geral ou Qualificado - com bookbuilding;S;92.802.784/0001-90;CIA RIOGRANDENSE DE SANEAMENTO;04.845.753/0001-59;ITAU BBA ASSESSORIA FINANCEIRA S.A;COORDENADOR PLENO;PRIMARIA;6;1500000;1500000000.0;;S;Qualificado;N;S;S;Os Recursos Líquidos captados pela Emissora por meio da Emissão serão utilizados para o pagamento futuro ou reembolso de gastos, despesas ou dívidas relacionadas aos investimentos para implantação, ampliação e adequação dos sistemas de abastecimento de água e de esgotamento sanitário de diversos municípios do Estado do Rio Grande do Sul sob gestão da Emissora, nos termos do quadro abaixo, em qualquer caso, desde que o pagamento dos referidos gastos, despesas e/ou dívidas passíveis de reembolso tenham ocorrido em prazo igual ou inferior a 24 meses da data de encerramento da Oferta;29/08/2024;As Debêntures serão depositadas para: (i) distribuição no mercado primário por meio do MDA, administrado e operacionalizado pela B3, sendo a distribuição liquidada financeiramente por meio da B3 (ii) negociação no mercado secundário por meio do CETIP21;;;;;;;;;S;Garantia Firme de Colocação;;;;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;S&P;;https://investidores.corsan.com.br/;4283;398189;0;0;139;1040846;0;0;1;8000;0;0;2;20367;1;16911;0;0;0;0;24;15687;0;0
17158;Automático;SRE/2623/2024;2024-09-02;2024-09-12;2024-09-16;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;23.541.412/0001-34;MIRANTE ENERGÉTICA S.A.;04.845.753/0001-59;ITAU BBA ASSESSORIA FINANCEIRA S.A;COORDENADOR PLENO;PRIMARIA;3;420000;420000000.0;;;Profissional;;S;;Projeto de Infraestrutura cf. cláusula 3.5.1. da Escritura de Emissão;27/08/2024;CETIP21;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;A ser contratada cf. escritura de Emissão;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;320000;0;0;1;100000;0;0;0;0
17162;Automático;SRE/2626/2024;2024-09-03;2024-09-06;2024-09-10;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;51.715.500/0001-40;ROTA DO PARA S.A;04.845.753/0001-59;ITAU BBA ASSESSORIA FINANCEIRA S.A;COORDENADOR PLENO;PRIMARIA;1;400000;400000000.0;;;Profissional;;N;;Projeto de investimento em infraestrutura rodoviária, no setor de logística e transporte, referentes à concessão de trechos do Sistema Rodoviário no Estado do Pará, com extensão total de 526km.;02/09/2024;B3 S.A. - Brasil, Bolsa, Balcão - Balcão B3;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Corretora de Valores S.A.;;Fitch Ratings do Brasil;;;0;0;0;0;155;400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17177;Automático;SRE/2816/2024;2024-09-16;2024-09-24;2024-09-27;Oferta Encerrada;Debêntures;OPD Aut Público em Geral ou Qualificado - com bookbuilding;S;43.277.147/0001-36;SUL CONCESSOES E PARTICIPACOES S/A;62.232.889/0001-90;BANCO DAYCOVAL S.A.;COORDENADOR PLENO;PRIMARIA;3;109000;109000000.0;;;Qualificado;N;N;S;Os recursos obtidos pela Emissora com as Debêntures serão utilizado para projetos de abastecimento de água e esgotamento sanitário nos municípios de Guabiruba/SC, Gravatal/SC, Balneário Gaivota/SC e Sombrio/SC.;03/09/2024;B3 S.A. - Brasil, Bolsa, Balcão - Balcão B3;;;;;;;;;S;Melhores Esforços;;;;PLANNER CORRETORA DE VALORES S.A.;Planner Corretora de Valores S.A.;;Fitch Ratings Brasil Ltda., a S&P - Standard & Poor's ou a Moody's;;;0;0;0;0;4;109000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17200;Automático;SRE/2662/2024;2024-09-04;2024-10-02;2024-10-04;Oferta Encerrada;Debêntures;OPD Aut Qualificado - com bookbuilding  - Emissor Não Registrado;S;30.997.588/0001-60;ATHON GERACAO DISTRIBUIDA S/A;46.482.072/0001-13;BTG PACTUAL INVESTMENT BANKING LTDA.;COORDENADOR PLENO;PRIMARIA;3;202070000;202070000.0;;;Qualificado;;N;;Os recursos líquidos obtidos pelas Emissoras com as Ofertas das Debêntures serão destinados, nos termos do artigo 2º, parágrafo 1º, da Lei 12.431, e do Decreto 11.964, ao custeio das despesas já incorridas relativas aos Projetos (conforme definido nas Escrituras de Emissão;23/02/2024;b3;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;Oliveira Trust Distribuidora de Títulos e Valores Mobiliários S.A.;Oliveira Trust Distribuidora de Títulos e Valores Mobiliários S.A.;;;;;83;2259157;0;0;186;199810843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17201;Automático;SRE/2661/2024;2024-09-04;2024-10-02;2024-10-04;Oferta Encerrada;Debêntures;OPD Aut Qualificado - com bookbuilding  - Emissor Não Registrado;S;38.213.667/0001-45;Athon Geração Distribuída II S.A.;46.482.072/0001-13;BTG PACTUAL INVESTMENT BANKING LTDA.;COORDENADOR PLENO;PRIMARIA;2;220220000;220220000.0;;;Qualificado;;N;;Os recursos líquidos obtidos pelas Emissoras com as Ofertas das Debêntures serão destinados, nos termos do artigo 2º, parágrafo 1º, da Lei 12.431, e do Decreto 11.964, ao custeio das despesas já incorridas relativas aos Projetos;23/08/2024;b3;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;Oliveira Trust Distribuidora de Títulos e Valores Mobiliários S.A.;Oliveira Trust Distribuidora de Títulos e Valores Mobiliários S.A.;;;;;83;2462076;0;0;187;217757924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17202;Automático;SRE/2660/2024;2024-09-04;2024-10-02;2024-10-04;Oferta Encerrada;Debêntures;OPD Aut Qualificado - com bookbuilding  - Emissor Não Registrado;S;52.948.225/0001-78;ATHON GERAÇÃO DISTRIBUÍDA III S.A.;46.482.072/0001-13;BTG PACTUAL INVESTMENT BANKING LTDA.;COORDENADOR PLENO;PRIMARIA;1;182710000;182710000.0;;;Qualificado;;N;;Os recursos líquidos obtidos pelas Emissoras com as Ofertas das Debêntures serão destinados, nos termos do artigo 2º, parágrafo 1º, da Lei 12.431, e do Decreto 11.964, ao custeio das despesas já incorridas relativas aos Projetos;23/08/2024;b3;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;Oliveira Trust Distribuidora de Títulos e Valores Mobiliários S.A.;Oliveira Trust Distribuidora de Títulos e Valores Mobiliários S.A.;;;;;83;2042712;0;0;186;180667288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17239;Automático;SRE/2703/2024;2024-09-07;2024-09-25;2024-10-01;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;09.597.979/0001-00;RIO CASCA ENERGETICA S.A.;04.845.753/0001-59;ITAU BBA ASSESSORIA FINANCEIRA S.A;COORDENADOR PLENO;PRIMARIA;2;440000;440000000.0;;;Profissional;;S;;Projeto Janaúba, conforme cláusula 3.5.1. da Escritutra de Emissão;21/08/2024;CETIP21;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;Oliveira Trust Distribuidora de Títulos e Valores Mobiliários S.A.;;Fitch Ratings ou a Moody's América Latina;;;0;0;0;0;131;200000;0;0;0;0;0;0;0;0;2;240000;0;0;0;0;0;0;0;0
17299;Automático;SRE/2747/2024;2024-09-11;2024-10-04;2024-10-09;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;01.543.032/0001-04;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A.;04.845.753/0001-59;ITAU BBA ASSESSORIA FINANCEIRA S.A;COORDENADOR PLENO;PRIMARIA;8;2192150;2192150000.0;;;Profissional;N;N;N;1a série: pré-pagamento de CELG122ª série: Nos termos do artigo 2°, parágrafo 1°, da Lei 12.431 e do Decreto 11.964, os recursos captados pela Emissora por meio da integralização das Debêntures Incentivadas serão utilizados exclusivamente para reembolso despesas ou dívidas ou gastos relacionados ao Projeto que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de encerramento da Oferta;10/09/2024;MDA (Primário) e CETIP21 (Secundário);;;;;;;;;S;Misto;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Corretora de Valores S.A.;;S&P;;;12;3167;0;0;321;2082575;0;0;2;263;0;0;0;0;3;71145;2;35000;0;0;0;0;0;0
17300;Automático;SRE/2748/2024;2024-09-11;2024-10-03;2024-10-09;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;06.272.793/0001-84;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;04.845.753/0001-59;ITAU BBA ASSESSORIA FINANCEIRA S.A;COORDENADOR PLENO;PRIMARIA;12;550000;550000000.0;;;Profissional;N;N;N;Nos termos do artigo 2°, parágrafo 1°, da Lei 12.431 e do Decreto 11.964, os recursos captados pela Emissora por meio da integralização das Debêntures Incentivadas serão utilizados exclusivamente para reembolso despesas ou dívidas ou gastos relacionados ao Projeto que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de encerramento da Oferta;10/09/2024;MDA (Primário) e CETIP21 (Secundário);;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Corretora de Valores S.A.;;S&P;;;98;56564;0;0;2;1209;0;0;0;0;0;0;0;0;3;492225;0;0;0;0;2;2;0;0
17301;Automático;SRE/2749/2024;2024-09-11;2024-10-03;2024-10-09;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;06.840.748/0001-89;EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A;04.845.753/0001-59;ITAU BBA ASSESSORIA FINANCEIRA S.A;COORDENADOR PLENO;PRIMARIA;3;300000;300000000.0;;;Profissional;;N;;Nos termos do artigo 2°, parágrafo 1°, da Lei 12.431 e do Decreto 11.964, os recursos captados pela Emissora por meio da integralização das Debêntures Incentivadas serão utilizados exclusivamente para reembolso despesas ou dívidas ou gastos relacionados ao Projeto que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de encerramento da Oferta;09/09/2024;MDA (Primário) e CETIP21 (Secundário);;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Corretora de Valores S.A.;;S&P;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;300000;0;0;0;0;0;0;0;0
17302;Automático;SRE/2750/2024;2024-09-11;2024-10-03;2024-10-09;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;08.467.115/0001-00;CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA;04.845.753/0001-59;ITAU BBA ASSESSORIA FINANCEIRA S.A;COORDENADOR PLENO;PRIMARIA;7;420000;420000000.0;;;Profissional;N;N;N;Nos termos do artigo 2°, parágrafo 1°, da Lei 12.431 e do Decreto 11.964, os recursos captados pela Emissora por meio da integralização das Debêntures Incentivadas serão utilizados exclusivamente para reembolso despesas ou dívidas ou gastos relacionados ao Projeto que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de encerramento da Oferta;10/09/2024;MDA (Primário) e CETIP21 (Secundário);;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Corretora de Valores S.A.;;S&P;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;420000;0;0;0;0;0;0;0;0
17395;Automático;SRE/2845/2024;2024-09-18;2024-10-01;2024-10-07;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;01.417.222/0001-77;MRS LOGÍSTICA S/A;90.400.888/0001-42;BANCO SANTANDER (BRASIL) S.A.;COORDENADOR PLENO;PRIMARIA;12;2500000;2500000000.0;;;Profissional;N;N;N;"Nos termos do artigo 2º, §§ 1º e 1º-A, da Lei 12.431 e do Decreto 11.964, os recursos líquidos obtidos pela Emissora por meio das Debêntures serão integralmente destinados ao projeto de investimento denominado ""Investimentos em Confiabilidade de Infraestrutura"", conforme descrito no item 4.8, da Nota Técnica 18/2024, por meio do reembolso de gastos, despesas e/ou dívidas que a Emissora tenha incorrido, em parcela do Projeto de Investimento, em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de encerramento da Oferta Pública.";16/09/2024;B3;;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Corretora de Valores S.A.;;Fitch;;https://ri.mrs.com.br/;90;16137;0;0;282;1326954;0;0;0;0;0;0;3;1002828;1;134080;1;20000;0;0;1;1;0;0
17401;Automático;SRE/2846/2024;2024-09-18;2024-09-30;2024-10-02;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;44.373.108/0001-03;COCAL COMÉRCIO INDÚSTRIA CANAÃ AÇÚCAR E ÁLCOOL S.A.;90.400.888/0001-42;BANCO SANTANDER (BRASIL) S.A.;COORDENADOR PLENO;PRIMARIA;2;300000;300000000.0;;;Profissional;;N;;Os recursos líquidos captados pela Emissora por meio da emissão das Debêntures serão utilizados exclusivamente para a implantação, ampliação, recuperação, adequação ou modernização do Projeto de Investimento (conforme abaixo definido), por meio do reembolso ou pagamento futuro de gastos, despesas e/ou dívidas, já incorridas e/ou  a incorrer, relativos ao Projeto de Investimento, inclusive recursos destinados ao aumento de  capital em controladas, considerado prioritário nos termos do artigo 2º, da Lei 12.431, e do Decreto 11.924, conforme indicado no Anexo I da Escritura de Emissão.;18/09/2024;CETIP 21;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;ITAÚ UNIBANCO S.A.;;;;;0;0;0;0;6;70000;0;0;0;0;0;0;1;230000;0;0;0;0;0;0;0;0;0;0
17405;Automático;SRE/2849/2024;2024-09-18;2024-10-15;2024-10-21;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - EGEM ou EFRF;S;00.001.180/0001-26;CENTRAIS ELETRICAS BRASILEIRAS SA;04.845.753/0001-59;ITAU BBA ASSESSORIA FINANCEIRA S.A;COORDENADOR PLENO;PRIMARIA;6;1630000;1630000000.0;;;Profissional;N;N;N;Os recursos captados pela Emissora por meio das Debêntures serão utilizados exclusivamente para pagamento futuro, reembolso de gastos, despesas ou dívidas relacionados à implantação do Projeto (conforme definido na Escritura de Emissão), que tenham ocorrido em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de encerramento da Oferta.;16/09/2024;MDA (Primário) e CETIP 21 (Secundário);;;;;;;;;S;Garantia Firme de Colocação;;;;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;Itaú Corretora de Valores S.A.;;;;;3290;965443;0;0;225;618856;0;0;0;0;0;0;0;0;1;44730;0;0;0;0;7;971;0;0
